Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDO01,12.857645184135976,1,0.020618324,2,129.3994,5,0,1,2,3,2055.9904
NCO43,5.5,0,0.04709821,11,101.3016,8,2,2,0,1,3339.6528
FDQ07,15.1,1,0.087584126,6,221.7456,7,5,1,1,1,6410.3224
FDF28,15.7,1,0.038078899,5,122.9046,2,7,1,1,1,1992.0736
FDM01,7.895,1,0.095102092,2,104.4332,2,7,1,1,1,2870.9296
FDY49,12.857645184135976,1,0.011953901999999999,3,164.5184,5,0,1,2,3,2807.0128
FDR24,17.35,1,0.062799379,0,88.18299999999999,1,1,0,2,1,539.298
NCY18,7.285,0,0.031125708999999998,9,174.3054,1,1,0,2,1,4377.635
NCY30,20.25,0,0.026005891,9,180.9976,7,5,1,1,1,2716.4640000000004
FDJ22,12.857645184135976,0,0.09246392,13,190.9504,4,0,2,0,0,383.5008
DRI37,15.85,0,0.107765165,14,59.5904,9,4,1,0,1,703.0848
FDL27,6.17,0,0.010647476999999999,10,66.3826,9,4,1,0,1,1937.4779999999998
NCO30,19.5,0,0.015749341,9,182.2608,9,4,1,0,1,3307.6944
NCB07,19.2,0,0.077628053,9,197.611,9,4,1,0,1,3142.5759999999996
FDX25,16.7,0,0.0,3,181.2292,3,8,1,2,2,2554.0088
FDP59,20.85,1,0.056695731,1,104.0648,3,8,1,2,2,1869.5664
FDR59,14.5,1,0.063993068,1,260.4594,7,5,1,1,1,5494.8474
FDT27,11.395,1,0.06952926200000001,10,233.1616,1,1,0,2,1,6093.4016
DRI01,7.97,0,0.034452949,14,174.0422,8,2,2,0,1,2586.633
FDU09,7.71,1,0.06670068,13,55.2956,9,4,1,0,1,1255.6988
FDH26,19.25,1,0.034699737,3,141.7496,8,2,2,0,1,4093.3384
FDH27,7.075,0,0.058346939,4,142.2128,8,2,2,0,1,3163.8816
FDN39,12.857645184135976,1,0.065203103,10,166.0816,5,0,1,2,3,5033.448
FDH40,11.6,1,0.07892957099999999,5,79.9276,8,2,2,0,1,1137.1864
FDJ56,12.857645184135976,0,0.18251488100000002,6,98.77,5,0,1,2,3,2696.49
DRN47,12.1,0,0.016895293000000002,7,178.56599999999997,3,8,1,2,2,898.83
NCO17,10.0,0,0.073379745,8,118.244,8,2,2,0,1,2756.4120000000003
FDX60,14.35,0,0.08075758,0,81.896,7,5,1,1,1,878.8560000000001
FDT22,10.395,0,0.11227149800000001,13,58.222,9,4,1,0,1,659.1419999999999
FDX26,12.857645184135976,0,0.153741385,4,182.6292,4,0,2,0,0,182.4292
FDG45,8.1,0,0.127929521,6,211.4902,1,1,0,2,1,3610.6334
FDD44,8.05,1,0.07838564,6,256.4646,6,6,2,1,1,5153.292
FDS15,9.195,1,0.078502143,10,108.7596,2,7,1,1,1,2588.6304
FDL51,20.7,1,0.047684831,4,212.5876,3,8,1,2,2,1286.3256
FDL32,15.7,1,0.12315965599999999,6,110.1544,2,7,1,1,1,1230.3984
FDZ07,12.857645184135976,1,0.0,6,60.2194,5,0,1,2,3,1733.7432
NCW53,12.857645184135976,0,0.053392944000000005,8,193.8162,4,0,2,0,0,384.8324
NCA54,16.5,0,0.036715907,9,180.0318,7,5,1,1,1,3969.4996
FDX09,9.0,0,0.065236932,13,176.437,6,6,2,1,1,7763.228
FDO51,6.785,1,0.041947547,10,41.2112,1,1,0,2,1,809.6128
FDW49,19.5,0,0.08288849599999999,3,178.6002,3,8,1,2,2,1253.7014
FDB27,7.575,0,0.055390120999999994,4,195.2768,8,2,2,0,1,5715.2272
FDF45,18.2,1,0.012194556,6,57.7904,1,1,0,2,1,1464.76
FDV02,16.75,0,0.060495243,4,169.8106,1,1,0,2,1,3251.1014
FDY28,7.47,1,0.0,5,214.3218,6,6,2,1,1,4274.436
FDX31,12.857645184135976,1,0.014753811,6,231.7958,5,0,1,2,3,5375.0034
FDR43,12.857645184135976,0,0.160707489,6,38.019,5,0,1,2,3,1318.2839999999999
FDP51,13.85,1,0.085622362,10,119.4124,3,8,1,2,2,2251.7356
FDL52,6.635,1,0.046350909,5,37.4506,2,7,1,1,1,1176.4686
FDR44,6.11,1,0.102920886,6,130.4968,8,2,2,0,1,3523.4136
FDB34,15.25,0,0.026604781,13,86.2198,6,6,2,1,1,610.5386
FDC50,15.85,0,0.0,3,96.4094,6,6,2,1,1,1237.7222
FDT57,15.2,0,0.031860325,13,235.1248,0,3,1,2,0,474.0496
FDP22,12.857645184135976,1,0.0,13,52.6666,5,0,1,2,3,717.7324
DRE49,20.75,0,0.021250002,14,150.5024,8,2,2,0,1,2580.6408
FDM40,10.195,0,0.159936948,5,143.2154,8,2,2,0,1,2552.6772
FDY32,7.605,0,0.12950314599999999,6,164.021,7,5,1,1,1,3914.9040000000005
FDW07,18.0,1,0.142688846,6,88.5514,8,2,2,0,1,796.9626
FDU02,12.857645184135976,0,0.179484411,4,228.9352,4,0,2,0,0,916.1408
NCF18,18.35,0,0.08916305599999999,9,191.3504,7,5,1,1,1,3259.7568
FDQ56,6.59,0,0.105761491,6,84.8908,9,4,1,0,1,1677.816
FDN58,13.8,1,0.056960814000000005,13,230.0984,9,4,1,0,1,3707.1744
FDG35,21.2,1,0.00704098,15,173.5738,8,2,2,0,1,2954.1546
FDY34,10.5,1,0.011026593999999999,13,166.4842,3,8,1,2,2,2652.5472
NCE19,8.97,0,0.093203257,9,52.7956,7,5,1,1,1,1037.3164
NCK31,12.857645184135976,0,0.026916793999999997,11,50.9666,5,0,1,2,3,717.7324
NCJ29,10.6,0,0.035264298,8,86.1224,7,5,1,1,1,426.11199999999997
FDT59,13.65,0,0.015908423999999997,1,231.1668,6,6,2,1,1,6911.004
NCX41,19.0,0,0.017719277,8,211.0244,8,2,2,0,1,3811.0392
FDU45,12.857645184135976,1,0.035334201,13,115.3518,5,0,1,2,3,2277.036
FDW24,12.857645184135976,0,0.065652494,0,48.9034,4,0,2,0,0,48.6034
FDF22,6.865,0,0.056919038,13,212.8218,9,4,1,0,1,5770.4886
FDM60,10.8,1,0.048143292000000004,0,40.2138,8,2,2,0,1,690.4346
FDR02,16.7,0,0.022047313,4,110.2886,1,1,0,2,1,1890.2062
DRP35,12.857645184135976,0,0.090427268,7,126.2336,5,0,1,2,3,3195.84
FDS48,15.15,0,0.027779254,0,150.1708,8,2,2,0,1,1504.7079999999999
NCZ42,10.5,0,0.0,9,238.3248,0,3,1,2,0,711.0744
FDZ38,17.6,0,0.008033611,4,174.2422,3,8,1,2,2,4311.055
FDH19,19.35,0,0.033088472,10,175.4738,8,2,2,0,1,521.3214
NCB55,15.7,0,0.160663021,9,59.4562,8,2,2,0,1,829.5868
FDC15,18.1,0,0.178975721,4,155.5288,2,7,1,1,1,1571.2879999999998
FDF11,10.195,1,0.017627888,15,239.6538,6,6,2,1,1,2403.538
FDW35,12.857645184135976,0,0.0194158,1,41.6454,4,0,2,0,0,83.8908
FDB44,6.655,0,0.016993225,6,211.0586,7,5,1,1,1,844.2344
NCC06,19.0,0,0.027139012999999997,9,127.3336,2,7,1,1,1,2940.1728
FDR04,7.075,0,0.03777249,5,98.0068,0,3,1,2,0,291.6204
FDB17,13.15,0,0.036746479,5,181.2976,7,5,1,1,1,3259.7568
FDW43,20.1,1,0.022460102000000003,6,226.8036,9,4,1,0,1,3415.554
FDA27,20.35,1,0.0,4,256.7672,3,8,1,2,2,5624.6784
NCU41,18.85,0,0.05213575,8,190.1846,9,4,1,0,1,6687.960999999999
FDY56,16.35,1,0.062508438,6,227.1062,9,4,1,0,1,5642.655
FDV39,11.3,0,0.007309544,10,196.2426,3,8,1,2,2,4943.565
FDN32,17.5,0,0.015623753999999998,6,182.6266,3,8,1,2,2,3135.2522
FDW07,18.0,1,0.14297822300000002,6,87.4514,7,5,1,1,1,796.9626
FDZ27,7.935,0,0.017191055,4,51.535,7,5,1,1,1,848.895
FDW23,12.857645184135976,0,0.143592939,0,37.3164,4,0,2,0,0,38.6164
FDU01,20.25,1,0.011995271000000002,3,184.5924,8,2,2,0,1,4997.4948
FDF10,15.5,1,0.15717236,13,149.1418,9,4,1,0,1,588.5672
DRH03,12.857645184135976,0,0.061393095,4,91.81200000000001,4,0,2,0,0,372.848
FDW27,12.857645184135976,1,0.264124669,10,155.7314,4,0,2,0,0,155.1314
DRI13,15.35,0,0.020310046000000002,14,218.0508,1,1,0,2,1,3038.7112
NCR05,10.1,0,0.054630834,8,200.2084,8,2,2,0,1,1587.2672
FDB29,16.7,1,0.052517969000000005,5,115.4176,7,5,1,1,1,687.1056
FDL51,20.7,1,0.047565208,4,213.4876,9,4,1,0,1,1929.4884
FDB11,16.0,0,0.060797393,15,223.8404,1,1,0,2,1,3600.6464
FDI35,14.0,0,0.041291168999999996,15,180.7634,8,2,2,0,1,2181.1608
FDX08,12.85,0,0.022604051,6,181.4318,8,2,2,0,1,3428.2042
FDP59,20.85,1,0.056580227999999996,1,105.6648,7,5,1,1,1,623.1888
NCJ18,12.35,0,0.16419682300000002,9,120.5124,9,4,1,0,1,2133.2232
FDJ41,6.85,0,0.022976497000000002,5,261.6594,3,8,1,2,2,3401.5722
FDU08,10.3,0,0.027310252,6,101.0042,6,6,2,1,1,1289.6546
FDS09,12.857645184135976,1,0.141975462,13,49.6008,4,0,2,0,0,50.6008
DRH15,8.775,0,0.0,4,45.9428,1,1,0,2,1,790.9704
NCV17,18.85,0,0.01619866,8,129.2626,2,7,1,1,1,3147.9024
NCO54,12.857645184135976,0,0.014205168,9,56.7614,5,0,1,2,3,2486.763
FDE24,14.85,0,0.09344495,0,141.0812,6,6,2,1,1,1139.8496
FDH53,20.5,1,0.019199733,5,84.3592,8,2,2,0,1,1816.3024
FDZ13,7.84,1,0.15412025199999999,3,51.935,3,8,1,2,2,199.74
FDW28,18.25,0,0.089004389,5,196.7452,7,5,1,1,1,978.7260000000001
FDU46,10.3,1,0.011117041000000001,13,85.854,1,1,0,2,1,2683.1740000000004
NCE43,12.5,0,0.103422709,9,169.9448,6,6,2,1,1,2897.5616
FDS26,12.857645184135976,0,0.089035961,4,260.5594,5,0,1,2,3,9158.079
FDB14,20.25,1,0.102723919,3,93.212,8,2,2,0,1,1957.4520000000002
DRB48,12.857645184135976,1,0.024733134,14,40.2822,5,0,1,2,3,1296.3126
NCC42,15.0,0,0.044871033,8,140.3838,1,1,0,2,1,2528.7084
FDQ20,8.325,0,0.029760052000000002,6,38.7138,1,1,0,2,1,284.2966
FDA13,15.85,0,0.078999287,3,38.6506,2,7,1,1,1,759.012
FDZ15,13.1,0,0.020870744,4,117.3782,8,2,2,0,1,1787.6729999999998
NCV42,6.26,0,0.031599715,9,111.3228,2,7,1,1,1,2431.5016
DRI51,17.25,0,0.042413704,4,173.1764,3,8,1,2,2,4466.1864
FDO28,5.765,0,0.072284689,5,119.9098,6,6,2,1,1,2048.6666
NCS54,13.6,0,0.009984847,9,175.437,1,1,0,2,1,1940.807
FDH16,10.5,0,0.052852620999999995,5,88.78299999999999,2,7,1,1,1,2067.3089999999997
FDG24,7.975,0,0.014660821000000001,0,85.125,7,5,1,1,1,2663.2
FDR52,12.65,1,0.076354362,5,192.1846,3,8,1,2,2,1146.5076
NCH06,12.3,0,0.07670963900000001,9,247.84599999999998,7,5,1,1,1,3448.844
FDA36,5.985,0,0.005677876,0,184.8924,7,5,1,1,1,1665.8316
FDU56,12.857645184135976,0,0.0,6,184.7266,5,0,1,2,3,8114.7704
FDT09,15.15,1,0.012282366000000001,13,132.5284,9,4,1,0,1,1713.7692
FDU25,12.35,0,0.026681262,3,56.4246,8,2,2,0,1,810.9444
FDK41,14.3,0,0.127541722,5,84.9224,8,2,2,0,1,1193.1136
NCT54,8.695,0,0.119513002,9,93.4094,6,6,2,1,1,856.8846
FDV51,16.35,0,0.054463442,10,163.8842,0,3,1,2,0,165.7842
FDM24,6.135,1,0.0,0,151.3366,7,5,1,1,1,1057.9562
NCO30,19.5,0,0.015756784,9,185.0608,7,5,1,1,1,2205.1296
FDQ45,9.5,1,0.010907967,13,182.3608,1,1,0,2,1,2940.1728
DRK59,8.895,0,0.07543556,7,235.8616,6,6,2,1,1,3046.7008
FDW28,18.25,0,0.0,5,196.8452,8,2,2,0,1,3327.6684
FDC02,21.35,0,0.11519471699999999,3,258.3278,0,3,1,2,0,520.6556
FDR21,19.7,0,0.066922802,13,174.83700000000002,6,6,2,1,1,2999.429
FDN48,12.857645184135976,0,0.064636203,0,90.0804,5,0,1,2,3,2113.2492
FDT44,16.6,0,0.10319540099999999,6,117.8466,7,5,1,1,1,942.7728
FDX14,12.857645184135976,0,0.13121032,4,74.0354,4,0,2,0,0,75.2354
FDH57,10.895,0,0.035747522000000004,6,133.6284,8,2,2,0,1,1581.9408
FDH28,12.857645184135976,1,0.192650072,5,37.4506,4,0,2,0,0,37.9506
NCT41,12.857645184135976,0,0.09803177099999999,8,151.3024,4,0,2,0,0,151.8024
FDO11,12.857645184135976,1,0.030118337999999998,1,248.8092,5,0,1,2,3,3486.1288
NCP42,8.51,0,0.016201845,9,195.2478,2,7,1,1,1,4262.4516
FDN09,14.15,0,0.05837308,13,243.9828,0,3,1,2,0,731.0484
FDP32,6.65,0,0.087652908,6,128.8678,6,6,2,1,1,1398.8458
FDV57,15.25,1,0.065999008,13,177.96599999999998,9,4,1,0,1,2336.958
FDW28,18.25,0,0.088750333,5,196.5452,1,1,0,2,1,2348.9424
FDR56,12.857645184135976,1,0.100277876,6,196.8768,5,0,1,2,3,7094.7648
FDA40,16.0,1,0.09925243800000001,5,87.4856,6,6,2,1,1,1054.6272
NCG42,19.2,0,0.0,9,127.831,7,5,1,1,1,1298.31
NCK54,12.15,0,0.0,9,117.815,2,7,1,1,1,2330.3
FDE16,8.895,0,0.026384672,5,208.9954,9,4,1,0,1,4584.6988
FDB15,10.895,0,0.228993134,4,263.4568,0,3,1,2,0,527.3136
FDC40,16.0,1,0.065431917,4,76.1986,2,7,1,1,1,1869.5664
FDE53,12.857645184135976,0,0.026749991,5,106.928,5,0,1,2,3,2876.256
FDK24,9.195,0,0.0,0,43.6744,3,8,1,2,2,407.4696
FDW31,11.35,1,0.043333912,6,201.0742,3,8,1,2,2,2189.8162
NCX29,10.0,0,0.08965681199999999,8,144.0102,2,7,1,1,1,1603.9122
NCM07,9.395,0,0.039954281,11,82.4908,6,6,2,1,1,2013.3792
DRN36,12.857645184135976,0,0.087854925,14,95.9752,4,0,2,0,0,95.8752
FDQ37,20.75,0,0.14940405699999998,2,192.8478,0,3,1,2,0,774.9912
FDK43,9.8,0,0.0268952,10,128.40200000000002,7,5,1,1,1,2403.538
FDK28,5.695,0,0.065857092,5,258.5646,3,8,1,2,2,4380.2982
FDR43,18.2,0,0.161817014,6,37.819,7,5,1,1,1,219.71400000000003
FDL48,19.35,1,0.082197959,0,49.2034,1,1,0,2,1,729.051
DRL23,18.35,0,0.015335349,7,106.6938,7,5,1,1,1,1393.5194
NCX42,6.36,0,0.00599072,9,163.6526,7,5,1,1,1,5262.4832
DRD37,9.8,0,0.013898123,14,46.506,3,8,1,2,2,372.848
FDZ47,12.857645184135976,1,0.078912473,0,99.9042,5,0,1,2,3,3273.7386
NCJ54,12.857645184135976,0,0.059776237,9,231.7642,5,0,1,2,3,5344.3766
FDL52,6.635,1,0.0,5,39.7506,1,1,0,2,1,303.6048
FDC15,18.1,0,0.29788371199999997,4,156.7288,0,3,1,2,0,314.2576
NCD19,8.93,0,0.022059594,9,56.0614,0,3,1,2,0,276.307
FDD08,8.3,0,0.03532494,6,38.9506,1,1,0,2,1,721.0614
NCN18,8.895,0,0.124967595,9,112.7544,7,5,1,1,1,3467.4864
FDY56,16.35,1,0.062411404000000004,6,225.9062,8,2,2,0,1,5416.9488
NCI29,8.6,0,0.032754431,8,140.5154,3,8,1,2,2,283.6308
NCE06,12.857645184135976,0,0.160178832,9,160.2894,4,0,2,0,0,323.5788
FDC08,19.0,1,0.10403514800000001,6,227.77200000000002,2,7,1,1,1,5206.556
FDU52,7.56,0,0.06390019,5,157.263,7,5,1,1,1,2503.408
FDN16,12.6,1,0.06264811099999999,5,104.899,1,1,0,2,1,1960.781
NCM55,15.6,0,0.11168586800000001,11,184.7924,0,3,1,2,0,370.1848
FDR49,8.71,0,0.23303981699999998,3,49.5376,0,3,1,2,0,95.8752
FDC15,18.1,0,0.17824575,4,158.1288,9,4,1,0,1,3299.7048
FDB53,13.35,0,0.140241213,5,150.2392,2,7,1,1,1,2684.5056
FDK44,16.6,0,0.0,6,173.3738,8,2,2,0,1,2085.2856
FDA16,6.695,0,0.033935576,5,221.9456,6,6,2,1,1,2210.456
FDO19,12.857645184135976,1,0.016516275,6,47.4034,5,0,1,2,3,2187.153
FDO04,16.6,0,0.026537206,5,57.2614,8,2,2,0,1,1049.9666
NCL19,15.35,0,0.015673267,11,145.047,6,6,2,1,1,2719.7929999999997
FDA44,19.7,0,0.089083914,6,54.593,0,3,1,2,0,56.593
FDR60,14.3,0,0.13115279900000001,0,78.6328,2,7,1,1,1,231.6984
FDV37,12.857645184135976,1,0.083109455,3,195.8426,5,0,1,2,3,5734.5354
FDG53,10.0,0,0.045818773,5,138.718,1,1,0,2,1,1398.18
DRG01,14.8,0,0.044869794000000005,14,76.467,6,6,2,1,1,1531.34
FDB38,12.857645184135976,1,0.0,3,160.692,4,0,2,0,0,319.584
FDI27,8.71,1,0.04605781,4,43.8744,9,4,1,0,1,633.8416
FDD29,12.15,0,0.030815427000000003,5,252.0698,0,3,1,2,0,1014.6792
NCR41,17.85,0,0.01806055,8,97.0094,7,5,1,1,1,2094.6068
FDW44,9.5,1,0.035205866,6,171.3448,9,4,1,0,1,2386.2272
FDU21,11.8,1,0.076705948,13,34.7558,6,6,2,1,1,780.9834
FDI14,14.1,0,0.089677773,3,139.8496,8,2,2,0,1,1693.7952
FDW50,12.857645184135976,0,0.132327406,4,168.4158,4,0,2,0,0,334.2316
FDN39,19.35,1,0.065520388,10,168.3816,8,2,2,0,1,1342.2528
FDT31,19.75,0,0.012518706999999999,6,190.6872,2,7,1,1,1,4916.2672
FDJ14,10.3,1,0.050353695,3,78.696,2,7,1,1,1,1757.7120000000002
NCQ43,12.857645184135976,0,0.110762642,11,108.5912,5,0,1,2,3,1637.868
FDZ22,12.857645184135976,0,0.045050674000000006,13,84.925,5,0,1,2,3,1747.725
FDU38,10.8,0,0.083016832,4,193.4504,2,7,1,1,1,2876.256
FDS32,17.75,1,0.0,6,139.9838,7,5,1,1,1,1966.7732
DRH13,8.575,0,0.023983257999999997,14,106.32799999999999,3,8,1,2,2,958.752
DRF03,19.1,0,0.075836522,4,40.2138,0,3,1,2,0,81.2276
FDJ20,20.7,1,0.100330684,6,123.4388,9,4,1,0,1,1238.388
FDE22,12.857645184135976,0,0.051778173,13,157.892,4,0,2,0,0,319.584
FDX22,6.785,1,0.022970467999999997,13,211.0928,6,6,2,1,1,4418.2488
DRM11,6.57,0,0.066014596,7,259.7278,1,1,0,2,1,2863.6058
FDL58,5.78,1,0.07429945,13,264.9568,7,5,1,1,1,1845.5976
FDL25,6.92,1,0.131128467,2,93.1804,9,4,1,0,1,1561.9668
FDD40,20.25,1,0.014816356000000001,4,194.1162,9,4,1,0,1,3848.324
FDT08,13.65,0,0.049318315,6,149.005,7,5,1,1,1,2097.27
FDO22,13.5,1,0.017960491999999998,13,81.596,2,7,1,1,1,639.168
NCM41,16.5,0,0.035801238,8,92.61200000000001,3,8,1,2,2,559.2719999999999
FDJ21,16.7,1,0.038606365,13,146.5102,7,5,1,1,1,2770.3938
FDC53,8.68,0,0.008871687,5,99.7384,3,8,1,2,2,295.6152
DRK35,12.857645184135976,0,0.125793938,7,36.2506,4,0,2,0,0,37.9506
FDQ09,7.235,0,0.058369013,13,115.2834,3,8,1,2,2,1267.0174
DRB48,16.75,1,0.0,14,39.3822,8,2,2,0,1,353.5398
DRE25,15.35,0,0.07326933599999999,14,92.11200000000001,6,6,2,1,1,1118.5439999999999
FDL08,10.8,0,0.049677650999999996,6,245.9144,1,1,0,2,1,4655.2736
NCV42,6.26,0,0.031470832000000004,9,110.2228,9,4,1,0,1,1547.3192
FDW03,5.63,1,0.024579432000000002,10,105.3306,9,4,1,0,1,1045.306
FDL25,6.92,1,0.131665479,2,91.8804,2,7,1,1,1,275.6412
FDC17,12.15,0,0.015523707,5,212.0928,3,8,1,2,2,2735.1064
FDK44,16.6,0,0.122475364,6,175.5738,7,5,1,1,1,347.5476
FDE34,9.195,0,0.10789139800000001,13,182.7634,8,2,2,0,1,3817.0314
FDP10,19.0,0,0.128065918,13,104.3622,6,6,2,1,1,1905.5196
FDZ22,9.395,0,0.045361705,13,83.825,7,5,1,1,1,665.8
NCK19,9.8,0,0.09039035699999999,11,192.1478,1,1,0,2,1,2324.9736
FDO44,12.857645184135976,0,0.087029712,6,109.2228,5,0,1,2,3,3205.1612
NCU41,18.85,0,0.052054819,8,189.1846,8,2,2,0,1,2101.9306
NCF31,9.13,0,0.051952572999999995,9,152.3024,7,5,1,1,1,1821.6288
FDG14,9.0,1,0.050786366,3,152.2024,2,7,1,1,1,3643.2576
NCH30,17.1,0,0.067141355,9,114.586,6,6,2,1,1,2942.836
FDR36,6.715,1,0.121485195,0,40.2454,1,1,0,2,1,587.2356
NCJ30,5.82,0,0.080640478,9,167.77900000000002,8,2,2,0,1,2886.243
FDR08,18.7,0,0.037699254,6,110.2886,7,5,1,1,1,2223.772
FDU04,7.93,0,0.0,5,123.2414,3,8,1,2,2,487.3656
NCQ50,18.75,0,0.034501405,9,211.7218,2,7,1,1,1,5770.4886
FDL46,12.857645184135976,0,0.053795154000000005,13,117.7466,5,0,1,2,3,1414.1592
DRK37,5.0,0,0.044004675,14,188.85299999999998,8,2,2,0,1,5502.8369999999995
FDK48,7.445,0,0.0,0,76.8354,8,2,2,0,1,2181.8266
FDV58,20.85,0,0.12125037400000001,13,193.9452,8,2,2,0,1,1565.9616
FDN27,20.85,0,0.0,10,115.1808,3,8,1,2,2,1054.6272
FDZ52,19.2,0,0.10023011400000001,5,112.9886,9,4,1,0,1,1667.829
NCF42,17.35,0,0.167383061,9,175.6712,8,2,2,0,1,2812.3392
FDQ48,14.3,1,0.034404732,0,98.1726,6,6,2,1,1,489.36300000000006
FDW49,19.5,0,0.082719632,3,179.3002,7,5,1,1,1,2865.6032
FDR58,6.675,0,0.041913535,13,90.7462,6,6,2,1,1,1665.8316
NCE07,8.18,0,0.0132043,9,143.8154,2,7,1,1,1,2694.4926
FDK14,6.98,0,0.041105789,3,83.4934,8,2,2,0,1,1555.9746
FDC11,12.857645184135976,0,0.141106202,15,87.9172,5,0,1,2,3,3836.3396
FDL22,16.85,0,0.036463975,13,90.7488,7,5,1,1,1,543.2928
NCQ41,14.8,0,0.01946418,8,196.3794,1,1,0,2,1,1950.7939999999999
FDX46,12.3,1,0.0,13,57.3562,1,1,0,2,1,177.7686
FDC35,7.435,0,0.12308681199999999,15,206.9638,7,5,1,1,1,1035.319
FDH45,15.1,1,0.10564685300000001,6,42.8796,6,6,2,1,1,949.4308
FDX33,9.195,1,0.11814937699999999,13,160.5578,2,7,1,1,1,1283.6624
DRJ35,10.1,0,0.046545786,7,59.9878,1,1,0,2,1,484.7024
FDC40,16.0,1,0.065009745,4,79.5986,1,1,0,2,1,934.7832
FDO19,17.7,1,0.016630303,6,48.1034,7,5,1,1,1,534.6374
FDP13,8.1,1,0.134532392,3,39.448,9,4,1,0,1,878.8560000000001
FDP24,20.6,0,0.083133128,0,120.1756,9,4,1,0,1,1332.9316
NCQ42,20.35,0,0.039428167,9,127.9678,3,8,1,2,2,3560.6984
FDY59,8.195,0,0.0,0,93.1462,3,8,1,2,2,647.8234
FDU14,17.75,0,0.034823127,4,248.675,7,5,1,1,1,4993.5
FDB21,7.475,0,0.148492521,6,240.6854,6,6,2,1,1,1691.7978
FDT32,19.0,1,0.06590129900000001,6,188.7214,3,8,1,2,2,1695.7926
FDK20,12.6,1,0.041622264,6,124.0072,9,4,1,0,1,4042.7376
FDX09,12.857645184135976,0,0.064933297,13,174.83700000000002,5,0,1,2,3,4763.799
FDM01,7.895,1,0.0945493,2,102.6332,6,6,2,1,1,1640.5312
DRI37,12.857645184135976,0,0.107076832,14,58.7904,5,0,1,2,3,1288.9888
FDL20,17.1,0,0.12867498300000002,6,112.3886,7,5,1,1,1,2334.9606
FDU13,8.355,0,0.18832266399999997,3,148.5418,3,8,1,2,2,2207.127
FDE05,12.857645184135976,1,0.0,5,145.2102,4,0,2,0,0,437.4306
FDE58,18.5,0,0.052025392000000004,13,118.4124,1,1,0,2,1,2370.248
FDT32,12.857645184135976,1,0.065316099,6,189.9214,5,0,1,2,3,5087.3778
FDZ01,8.975,1,0.01516265,3,101.899,0,3,1,2,0,103.199
FDM08,10.1,1,0.053584207,6,224.4088,8,2,2,0,1,4697.8848
FDS58,9.285,1,0.020989132,13,158.6578,1,1,0,2,1,2406.867
FDZ26,11.6,1,0.144017405,4,238.3222,8,2,2,0,1,5736.5328
FDC46,12.857645184135976,0,0.11597812199999999,13,183.4266,5,0,1,2,3,7192.6374
FDY51,12.5,0,0.081465335,10,220.7798,3,8,1,2,2,6611.394
FDL34,16.0,0,0.041177505,13,142.3496,2,7,1,1,1,3246.4408
DRG39,14.15,0,0.042352822000000005,4,51.6982,3,8,1,2,2,1262.3568
NCG43,20.2,0,0.074541867,9,94.1462,3,8,1,2,2,1758.3778
FDT01,13.65,1,0.18454121,3,211.5902,7,5,1,1,1,4672.5844
NCR38,17.25,0,0.114160573,9,253.1724,2,7,1,1,1,3775.086
DRF01,5.655,0,0.175352413,14,147.4102,9,4,1,0,1,2478.7734
FDF53,20.75,1,0.083590755,5,182.2318,6,6,2,1,1,3067.3406
FDS45,5.175,1,0.029471407999999998,13,105.4622,1,1,0,2,1,3281.7282
FDR20,20.0,1,0.028282832,6,46.2744,2,7,1,1,1,1086.5856
FDY07,11.8,0,0.0,6,46.5402,0,3,1,2,0,229.701
FDD38,16.75,1,0.008208341999999999,3,102.8674,7,5,1,1,1,1528.011
DRF15,18.35,0,0.03334929,4,155.034,3,8,1,2,2,1990.7420000000002
FDH32,12.8,0,0.076060037,6,95.141,8,2,2,0,1,868.8689999999999
NCJ42,19.75,0,0.014301326000000001,9,103.0332,8,2,2,0,1,1230.3984
FDB56,8.75,1,0.074931201,6,187.6556,3,8,1,2,2,938.778
FDD03,13.3,0,0.080131363,4,234.03,3,8,1,2,2,4194.54
NCL18,18.85,0,0.167444431,9,194.6136,1,1,0,2,1,1166.4816
FDW22,9.695,1,0.03033748,13,222.9114,9,4,1,0,1,5764.4964
FDE32,20.7,0,0.04874969,6,37.5506,6,6,2,1,1,113.8518
FDA34,12.857645184135976,0,0.014788593999999999,15,174.408,5,0,1,2,3,7443.644
FDJ08,11.1,0,0.11129811099999999,6,191.7846,2,7,1,1,1,3057.3536
FDG38,8.975,1,0.05268526,3,83.3224,1,1,0,2,1,3579.3408
FDD29,12.15,0,0.018485511,5,253.1698,3,8,1,2,2,1522.0188
NCE31,7.67,0,0.184689756,9,35.4216,1,1,0,2,1,450.0808
FDS19,13.8,1,0.064153845,6,76.9012,1,1,0,2,1,607.2096
FDU11,4.785,0,0.092516598,1,120.1098,1,1,0,2,1,1325.6078
FDL02,20.0,1,0.10424519800000001,3,105.3622,9,4,1,0,1,1270.3464
FDO51,12.857645184135976,1,0.041779181,10,43.4112,5,0,1,2,3,1107.8912
DRK23,8.395,0,0.07226985,7,254.104,3,8,1,2,2,3542.0559999999996
FDO27,6.175,1,0.17980696100000002,10,95.2752,3,8,1,2,2,1534.0032
